id,Pdx,Sdx,number_of_patient
7674,I743,T814,11
7675,I743,T825,1
7676,I743,T827,4
7677,I743,T828,2
7678,I744,D509,1
7679,I744,D696,1
7680,I744,E115,1
7681,I744,E639,1
7682,I744,E86,1
7683,I744,E871,1
7684,I744,I792,1
7685,I744,M6597,1
7686,I744,R000,1
7687,I744,R02,1
7688,I745,C541,1
7689,I745,D649,1
7690,I745,D66,1
7691,I745,E119,1
7692,I745,E789,3
7693,I745,I10,4
7694,I745,I251,3
7695,I745,I739,1
7696,I745,I743,3
7697,I745,J960,1
7698,I745,K661,1
7699,I745,M179,1
7700,I748,D62,1
7701,I748,I81,1
7702,I748,I864,1
7703,I748,I983,1
7704,I748,K703,1
7705,I748,K766,1
7706,I749,E222,1
7707,I749,I10,1
7708,I749,I48,1
7709,I749,I743,1
7710,I749,I802,1
7711,I749,I820,1
7712,I749,I871,1
7713,I749,L031,1
7714,I770,D689,1
7715,I770,D721,1
7716,I770,E119,4
7717,I770,E149,1
7718,I770,E669,1
7719,I770,E789,3
7720,I770,G549,1
7721,I770,G992,1
7722,I770,H058,1
7723,I770,H544,1
7724,I770,I10,6
7725,I770,I714,1
7726,I770,I728,1
7727,I770,I809,1
7728,I770,M1099,1
7729,I770,M4714,1
7730,I770,N185,3
7731,I770,N398,1
7732,I770,T827,1
7733,I771,C509,1
7734,I771,E115,1
7735,I771,E119,1
7736,I771,E149,1
7737,I771,E43,1
7738,I771,E785,1
7739,I771,E789,2
7740,I771,F03,2
7741,I771,G479,1
7742,I771,I10,4
7743,I771,I251,3
7744,I771,I350,1
7745,I771,I792,1
7746,I771,I99,1
7747,I771,J304,1
7748,I771,M179,1
7749,I771,M314,1
7750,I771,M8697,1
7751,I771,N179,1
7752,I771,T810,2
7753,I772,b181,1
7754,I772,C220,7
7755,I772,D180,1
7756,I772,D259,1
7757,I772,D62,4
7758,I772,D649,1
7759,I772,D689,2
7760,I772,D696,1
7761,I772,E117,1
7762,I772,E119,1
7763,I772,E871,1
7764,I772,E876,1
7765,I772,F059,1
7766,I772,G92,1
7767,I772,H360,1
7768,I772,I10,2
7769,I772,I48,1
7770,I772,I639,1
7771,I772,J960,1
7772,I772,K650,1
7773,I772,K661,6
7774,I772,K746,1
7775,I772,M1099,1
7776,I772,N084,1
7777,I772,N179,2
7778,I772,N185,1
7779,I772,N390,2
7780,I772,R571,3
7781,I774,I808,1
7782,I776,b181,1
7783,I776,D509,1
7784,I776,D611,1
7785,I776,E063,1
7786,I776,E119,1
7787,I776,E669,1
7788,I776,E876,1
7789,I776,G587,1
7790,I776,I10,3
7791,I776,J189,1
7792,I776,K250,1
7793,I776,K260,1
7794,I776,N185,1
7795,I776,N390,1
7796,I776,R31,1
7797,I776,R33,1
7798,I778,E789,1
7799,I778,H538,1
7800,I778,I10,1
7801,I778,M8189,1
7802,I778,R51,1
7803,I778,R54,1
7804,I779,I10,1
7805,I779,I771,1
7806,I779,J980,1
7807,I779,R33,1
7808,I801,I802,1
7809,I801,I822,1
7810,I802,A498,1
7811,I802,C187,2
7812,I802,C20,3
7813,I802,C220,1
7814,I802,C241,1
7815,I802,C530,1
7816,I802,C539,1
7817,I802,C541,2
7818,I802,C56,1
7819,I802,C61,1
7820,I802,C779,1
7821,I802,C780,1
7822,I802,C835,1
7823,I802,C851,1
7824,I802,D329,1
7825,I802,D45,1
7826,I802,D473,1
7827,I802,D500,1
7828,I802,D562,1
7829,I802,D591,1
7830,I802,D648,1
7831,I802,D686,1
7832,I802,D689,1
7833,I802,D696,1
7834,I802,D728,1
7835,I802,E115,1
7836,I802,E117,1
7837,I802,E119,7
7838,I802,E149,1
7839,I802,E222,1
7840,I802,E230,1
7841,I802,E274,1
7842,I802,E40,1
7843,I802,E46,1
7844,I802,E789,15
7845,I802,E834,1
7846,I802,E835,1
7847,I802,E875,2
7848,I802,E876,2
7849,I802,F03,1
7850,I802,G309,1
7851,I802,H360,1
7852,I802,I10,23
7853,I802,I251,2
7854,I802,I260,2
7855,I802,I269,1
7856,I802,I38,1
7857,I802,I495,1
7858,I802,I610,1
7859,I802,I618,1
7860,I802,I629,1
7861,I802,I634,1
7862,I802,I635,1
7863,I802,I694,1
7864,I802,I719,1
7865,I802,I743,1
7866,I802,I749,1
7867,I802,I771,1
7868,I802,I871,1
7869,I802,J40,1
7870,I802,J459,1
7871,I802,J90,2
7872,I802,J939,1
7873,I802,J984,1
7874,I802,K297,1
7875,I802,K30,1
7876,I802,K571,1
7877,I802,K635,1
7878,I802,K754,1
7879,I802,K759,1
7880,I802,K768,1
7881,I802,L031,3
7882,I802,L958,1
7883,I802,M1099,1
7884,I802,M1189,1
7885,I802,M171,1
7886,I802,M179,3
7887,I802,M321,1
7888,I802,M4806,1
7889,I802,M4807,1
7890,I802,M4809,1
7891,I802,M7986,1
7892,I802,M7989,1
7893,I802,N083,2
7894,I802,N133,2
7895,I802,N179,5
7896,I802,N183,1
7897,I802,N184,1
7898,I802,N185,1
7899,I802,N189,1
7900,I802,N390,3
7901,I802,N800,1
7902,I802,R001,1
7903,I802,R060,1
7904,I802,R17,1
7905,I802,R229,1
7906,I802,R238,1
7907,I802,R590,1
7908,I802,R731,1
7909,I802,T828,1
7910,I803,D689,1
7911,I803,I500,1
7912,I803,J90,1
7913,I803,Q256,1
7914,I808,C920,1
7915,I808,D469,1
7916,I808,D560,1
7917,I808,D689,1
7918,I808,D696,1
7919,I808,D70,1
7920,I808,E119,1
7921,I808,E789,1
7922,I808,E871,1
7923,I808,G309,1
7924,I808,G473,1
7925,I808,I10,2
7926,I808,I251,1
7927,I808,I48,1
7928,I808,L219,1
7929,I808,N179,1
7930,I808,N185,1
7931,I808,R571,1
7932,I809,I10,1
7933,I809,I872,1
7934,I81,R18,1
7935,I822,b181,1
7936,I822,D683,1
7937,I822,I10,1
7938,I822,I471,1
7939,I822,I802,1
7940,I822,J942,1
7941,I822,J960,1
7942,I822,K250,1
7943,I822,N185,1
7944,I822,R572,1
7945,I828,E119,1
7946,I828,I10,1
7947,I828,N185,1
7948,I830,E039,1
7949,I830,E059,1
7950,I830,E115,1
7951,I830,E119,2
7952,I830,E668,1
7953,I830,E669,1
7954,I830,E785,2
7955,I830,E789,1
7956,I830,F432,1
7957,I830,G473,1
7958,I830,I10,4
7959,I830,I872,1
7960,I831,I10,1
7961,I839,E039,1
7962,I839,E063,3
7963,I839,E119,3
7964,I839,E149,1
7965,I839,E789,11
7966,I839,I10,12
7967,I839,I872,5
7968,I839,K746,1
7969,I839,M1099,1
7970,I839,M190,1
7971,I839,N183,1
7972,I839,N40,1
7973,I839,R731,2
7974,I840,D500,2
7975,I840,E876,1
7976,I840,I843,3
7977,I840,I845,1
7978,I840,K590,1
7979,I840,R33,1
7980,I841,D509,2
7981,I841,D62,2
7982,I841,D649,1
7983,I841,E119,2
7984,I841,E785,2
7985,I841,I10,3
7986,I841,I843,2
7987,I841,I845,1
7988,I841,J351,1
7989,I841,K219,1
7990,I841,K620,1
7991,I841,K628,1
7992,I841,M1098,1
7993,I841,N185,1
7994,I841,Q211,1
7995,I841,R33,1
7996,I842,C798,1
7997,I842,D619,1
7998,I842,E050,1
7999,I842,E119,4
8000,I842,E780,1
8001,I842,E785,3
8002,I842,E789,3
8003,I842,E834,1
8004,I842,E871,1
8005,I842,I10,8
8006,I842,I231,1
8007,I842,I272,1
8008,I842,I340,1
8009,I842,I48,1
8010,I842,I493,1
8011,I842,I694,1
8012,I842,I845,5
8013,I842,J189,1
8014,I842,J304,2
8015,I842,J441,1
8016,I842,J449,1
8017,I842,K279,1
8018,I842,K297,1
8019,I842,K579,1
8020,I842,K601,3
8021,I842,K603,1
8022,I842,K620,1
8023,I842,K625,1
8024,I842,M1099,2
8025,I842,N189,3
8026,I842,N40,1
8027,I843,E119,2
8028,I843,G409,1
8029,I843,I10,3
8030,I843,I610,1
8031,I843,I842,3
8032,I843,K626,1
8033,I843,N189,1
8034,I843,N40,1
8035,I845,C187,1
8036,I845,E119,2
8037,I845,E785,1
8038,I845,E834,1
8039,I845,I10,1
8040,I845,I846,1
8041,I845,K30,1
8042,I845,R33,1
8043,I848,K602,1
8044,I849,C910,1
8045,I849,D569,1
8046,I849,E789,1
8047,I849,I10,1
8048,I849,I676,1
8049,I849,K602,1
8050,I849,K610,1
8051,I849,L918,1
8052,I850,A099,1
8053,I850,b181,3
8054,I850,B182,1
8055,I850,C220,3
8056,I850,D62,3
8057,I850,D649,1
8058,I850,D696,3
8059,I850,D731,1
8060,I850,E119,4
8061,I850,E789,1
8062,I850,E834,1
8063,I850,E872,1
8064,I850,E875,1
8065,I850,E877,1
8066,I850,F88,1
8067,I850,F89,1
8068,I850,I10,5
8069,I850,I259,1
8070,I850,I272,1
8071,I850,I472,1
8072,I850,I48,1
8073,I850,I864,1
8074,I850,J209,1
8075,I850,J960,1
8076,I850,K20,1
8077,I850,K259,2
8078,I850,K260,1
8079,I850,K269,1
8080,I850,K290,1
8081,I850,K297,1
8082,I850,K317,1
8083,I850,K567,1
8084,I850,K625,1
8085,I850,K650,1
8086,I850,K703,2
8087,I850,K729,4
8088,I850,K746,2
8089,I850,K766,3
8090,I850,K769,1
8091,I850,M1099,1
8092,I850,N179,2
8093,I850,N185,1
8094,I850,N189,1
8095,I850,Q201,2
8096,I850,Q210,2
8097,I850,Q256,2
8098,I850,Q897,2
8099,I850,R571,4
8100,I850,T810,1
8101,I859,b181,1
8102,I859,C220,4
8103,I859,D560,1
8104,I859,D62,2
8105,I859,D630,1
8106,I859,D649,1
8107,I859,D696,1
8108,I859,D70,1
8109,I859,E119,2
8110,I859,E149,1
8111,I859,E789,2
8112,I859,E834,1
8113,I859,E876,1
8114,I859,E877,1
8115,I859,I10,2
8116,I859,I864,2
8117,I859,J90,1
8118,I859,K259,1
8119,I859,K291,1
8120,I859,K296,2
8121,I859,K297,1
8122,I859,K317,1
8123,I859,K703,3
8124,I859,K746,4
8125,I859,K766,3
8126,I859,K810,1
8127,I859,K922,3
8128,I859,M1098,1
8129,I861,I10,1
8130,I861,N40,1
8131,I864,B182,1
8132,I864,D62,1
8133,I864,D649,2
8134,I864,D696,1
8135,I864,D731,1
8136,I864,E119,1
8137,I864,E149,1
8138,I864,E789,1
8139,I864,E834,1
8140,I864,E875,1
8141,I864,E876,2
8142,I864,I10,1
8143,I864,K703,3
8144,I864,K746,1
8145,I864,K760,1
8146,I864,K766,2
8147,I864,N179,1
8148,I864,Q201,1
8149,I864,Q256,1
8150,I864,R18,1
8151,I864,R739,1
8152,I8640,E149,1
8153,I8640,E789,1
8154,I8640,I10,1
8155,I868,A099,1
8156,I868,D62,1
8157,I868,D735,1
8158,I868,E119,1
8159,I868,E789,1
8160,I868,I652,1
8161,I868,I81,1
8162,I868,I864,1
8163,I868,I982,1
8164,I868,K296,1
8165,I868,K297,1
8166,I868,K703,1
8167,I868,K766,1
8168,I868,K831,1
8169,I868,K922,1
8170,I868,L309,1
8171,I868,Q444,1
8172,I868,R571,1
8173,I871,A419,1
8174,I871,C509,1
8175,I871,C73,1
8176,I871,C780,1
8177,I871,C792,1
8178,I871,D473,1
8179,I871,D561,1
8180,I871,D638,1
8181,I871,D683,1
8182,I871,D696,1
8183,I871,E119,4
8184,I871,E211,1
8185,I871,E46,1
8186,I871,E669,1
8187,I871,E789,6
8188,I871,E871,1
8189,I871,E872,1
8190,I871,E876,2
8191,I871,F059,1
8192,I871,G729,1
8193,I871,G931,1
8194,I871,I10,11
8195,I871,I313,2
8196,I871,I48,1
8197,I871,I693,1
8198,I871,I802,1
8199,I871,I872,1
8200,I871,J189,1
8201,I871,J90,2
8202,I871,J960,2
8203,I871,L039,1
8204,I871,M1099,1
8205,I871,N185,13
8206,I871,N390,1
8207,I871,N719,1
8208,I871,N882,1
8209,I871,R570,1
8210,I871,R571,1
8211,I872,B182,1
8212,I872,C499,1
8213,I872,C509,2
8214,I872,D259,1
8215,I872,D329,1
8216,I872,D45,1
8217,I872,D569,1
8218,I872,D696,2
8219,I872,E050,1
8220,I872,E059,2
8221,I872,E119,17
8222,I872,E149,4
8223,I872,E668,1
8224,I872,E785,10
8225,I872,E789,23
8226,I872,F321,1
8227,I872,G318,1
8228,I872,G409,1
8229,I872,G473,1
8230,I872,H814,1
8231,I872,I10,49
8232,I872,I251,1
8233,I872,I319,1
8234,I872,I48,3
8235,I872,I694,3
8236,I872,I802,1
8237,I872,I803,1
8238,I872,I808,1
8239,I872,I809,1
8240,I872,I830,1
8241,I872,I839,6
8242,I872,I870,1
8243,I872,I890,1
8244,I872,J304,2
8245,I872,J449,1
8246,I872,J459,2
8247,I872,J942,1
8248,I872,K746,2
8249,I872,K805,1
8250,I872,L031,5
8251,I872,L039,1
8252,I872,L97,1
8253,I872,M0699,2
8254,I872,M1009,1
8255,I872,M1099,2
8256,I872,M171,1
8257,I872,M199,1
8258,I872,M329,1
8259,I872,M419,1
8260,I872,M4809,1
8261,I872,M6537,1
8262,I872,M8199,2
8263,I872,N185,1
8264,I872,N189,4
8265,I872,N40,4
8266,I872,N800,1
8267,I872,R101,1
8268,I872,R571,2
8269,I872,R730,1
8270,I872,R731,1
8271,I872,T812,1
8272,I880,E039,1
8273,I880,I10,1
8274,I880,I259,1
8275,I880,I770,1
8276,I889,B962,1
8277,I889,C549,1
8278,I889,D582,1
8279,I889,D649,1
8280,I889,E119,1
8281,I889,I10,1
8282,I889,I802,1
8283,I889,I822,1
8284,I889,N390,1
8285,I890,C509,1
8286,I890,E789,1
8287,I890,F808,1
8288,I890,G309,1
8289,I890,G409,1
8290,I890,I10,2
8291,I890,L031,1
8292,I890,N133,1
8293,I890,N170,1
8294,I890,Q600,1
8295,I890,Q870,1
8296,I890,R591,1
8297,I891,C509,3
8298,I891,E119,1
8299,I891,E785,1
8300,I891,I10,1
8301,I891,I802,1
8302,I891,M329,1
8303,I891,N179,1
8304,I898,C221,1
8305,I898,E46,1
8306,I898,I269,1
8307,I898,I313,1
8308,I898,J90,1
8309,I898,J939,1
8310,I898,J985,1
8311,I951,C241,1
8312,I951,D139,1
8313,I951,D630,1
8314,I951,E119,1
8315,I951,E149,1
8316,I951,E789,3
8317,I951,E876,1
8318,I951,I10,2
8319,I951,J209,1
8320,I951,K804,1
8321,I951,M1099,1
8322,I951,N179,1
8323,I951,N184,2
8324,I951,N40,1
8325,I952,D638,1
8326,I952,E119,2
8327,I952,E211,1
8328,I952,E559,2
8329,I952,E789,2
8330,I952,I10,3
8331,I952,I251,1
8332,I952,I252,1
8333,I952,I255,1
8334,I952,I272,1
8335,I952,M171,1
8336,I952,M8697,1
8337,I952,N183,1
8338,I952,N185,2
8339,I959,C911,1
8340,I959,D638,2
8341,I959,D721,1
8342,I959,E119,1
8343,I959,E559,1
8344,I959,E789,4
8345,I959,E834,1
8346,I959,F411,1
8347,I959,G20,1
8348,I959,G510,1
8349,I959,I10,3
8350,I959,I251,1
8351,I959,I48,1
8352,I959,I500,1
8353,I959,J304,1
8354,I959,J449,1
8355,I959,J90,1
8356,I959,J960,1
8357,I959,K291,1
8358,I959,M6288,1
8359,I959,N179,2
8360,I959,N183,2
8361,I959,N185,3
8362,I959,R55,1
8363,I959,R730,1
8364,I970,C539,1
8365,I970,E789,1
8366,I970,I10,1
8367,I970,I251,1
8368,I970,I340,1
8369,I970,J90,1
8370,I970,N304,1
